Animal,ID,Frame,Width,Length,Height_Centroid,Height_average,Volume,Real
24,1734629924,2,140.0,378.0,1231.074,1221.2331617352452,51163563.31089924,0
24,1734629924,3,140.0,390.0,1256.9927,1254.6838379425913,53601348.240741104,0
24,1734629924,4,140.0,380.0,1276.4762,1273.476479740692,54923767.09473856,0
24,1734629924,5,142.0,390.0,1294.1061,1289.6793476235648,56794899.11065045,0
5,1734629259,0,131.59407281484982,400.66569606094305,1287.4376,1296.6803480944277,52848800.94728734,301
5,1734629259,1,135.14806694880988,392.3187479588504,1291.7916,1297.3239555970129,53187687.53156414,301
5,1734629259,2,135.32922818075923,391.8596687591108,1297.2197,1304.7841364643582,53697086.35205622,301
5,1734629259,3,133.5065541462291,388.5061132080163,1295.9707,1302.1176814536082,53679801.417922996,301
5,1734629259,4,138.2931668593933,398.82953752198443,1301.4669,1316.7492687584559,55693227.07140603,301
5,1734629259,5,133.82077566656082,389.29680193908604,1312.6742,1327.3208806466082,55350608.04384005,301
3,1734629197,0,132.00378782444085,414.0,1262.6268,1291.4042871536942,55866149.46227509,329
3,1734629197,1,132.0,402.0,1257.6346,1293.493202703501,55759904.98214797,329
3,1734629197,2,134.00373129133382,410.0,1268.1016,1297.224931027694,56373503.82767465,329
3,1734629197,3,142.0,402.0,1291.005,1294.4111095589299,56238279.47700973,329
3,1734629197,4,134.0,412.0,1269.6295,1298.7714126298322,56435514.19300167,329
3,1734629197,5,132.0,414.0,1268.6084,1317.974714253575,57706204.88887534,329
1,1734629131,0,150.0,418.0,1263.2389,1294.4534528935853,63731121.29976782,396
1,1734629131,1,147.10540438746634,415.1445531378197,1273.8436,1287.8225885459415,62890816.11163303,396
1,1734629131,2,146.11296999240005,425.19172146221285,1256.8007,1314.8711333344952,64189378.98712573,396
1,1734629131,3,147.50254235097103,418.32523232528064,1263.1947,1328.6627097616956,65301114.8593807,396
1,1734629131,4,150.0,422.0,1272.0597,1311.56909865464,65216461.861500256,396
1,1734629131,5,150.0,420.0,1279.9268,1309.7497407921574,65085393.86918032,396
28,1734630209,0,130.6981254647518,402.613959022784,1288.5942,1273.308845199197,52629674.498614185,305
28,1734630209,1,132.01893803541975,402.1392793548026,1283.8137,1269.681046221365,52486075.08870999,305
28,1734630209,2,132.01893803541975,399.0112780360976,1286.1171,1285.930174199953,53378961.531039506,305
28,1734630209,3,132.01893803541975,417.0875207915001,1287.7576,1285.3228195922866,54348590.103643626,305
28,1734630209,4,132.83448347473634,422.3481975810954,1295.9548,1291.7397151291975,55130159.302006036,305
28,1734630209,5,134.0,428.0,1307.2091,1304.3087646623967,55002700.60580599,305
22,1734629876,0,134.0,398.0,1237.1621,1313.6043569188628,55130661.25553885,355
22,1734629876,1,134.0,390.0,1212.6946,1318.3072087563937,54305028.85029524,355
22,1734629876,2,126.0,405.0,1218.3583,1314.040217649094,54335562.99977881,355
22,1734629876,3,128.3160161476345,409.1760012512953,1219.2208,1347.4312562337495,57263133.52742455,355
22,1734629876,4,127.39309243440164,417.22895393296955,1254.1259,1336.1726995770896,58031316.51533664,355
22,1734629876,5,135.94484175576505,409.93901985539264,1269.6508,1340.3680273830867,59363559.564776614,355
21,1734629847,0,134.0,422.0,1235.3002,1236.0248353353861,54650838.094357,364
21,1734629847,1,132.0,414.0,1255.6177,1250.1416114642561,54973727.22252755,364
21,1734629847,2,142.0,418.0,1261.5156,1258.1172438330716,56261745.026968665,364
21,1734629847,3,150.00333329629711,410.0,1271.4037,1266.2070274554806,57584563.1946192,364
21,1734629847,4,150.0,412.0,1263.2793,1265.6318739019482,57892533.176019676,364
21,1734629847,5,150.0,414.0,1248.2155,1270.7941778390666,58456532.18060008,364
2,1734629166,0,143.85061696079026,396.042926966257,1286.9935,1279.155107324125,54504799.123079374,343
2,1734629166,1,150.0,394.0,1304.4934,1290.6138190945985,56617937.62985802,343
2,1734629166,2,150.0,390.0,1311.9683,1294.499787413261,57175466.61046677,343
2,1734629166,3,150.0,388.0,1309.3156,1303.932525781632,56949253.06351752,343
2,1734629166,4,145.13442045221387,395.80045477487766,1307.6594,1298.9870554592358,55549882.439660005,343
2,1734629166,5,143.95138068111746,384.20957822521814,1307.4081,1297.8581612410512,54349108.360132344,343
27,1734630185,0,142.0,422.0,1309.9899,1311.4852685145584,62804406.53862968,361
27,1734630185,1,134.0,422.0,1303.8862,1310.7658771714057,60216584.39725935,361
27,1734630185,2,134.0,414.0,1293.8003,1314.241599322685,60096325.61223104,361
27,1734630185,3,132.0,406.0,1286.6039,1308.7785182752827,59006279.496437825,361
27,1734630185,4,142.0,406.0,1286.9335,1315.2440911237823,60695884.31717759,361
27,1734630185,5,144.01388821915754,408.6967090643134,1290.0166,1313.7578861284699,61076604.12611403,361
27,1734630185,6,157.4960316960399,441.78048847815813,1323.1304,1326.9904880188963,65781572.472069204,361
25,1734629947,0,142.0,420.0,3060.0,1354.3343449011938,65643231.36300404,397
25,1734629947,1,134.0,438.0,3060.0,1357.3788861368669,66453198.128601596,397
25,1734629947,2,142.0,444.0,1295.8356,1365.6026329480865,68920599.28226404,397
25,1734629947,3,142.0,454.0,1296.4545,1342.8198479556108,69392901.2827909,397
25,1734629947,4,148.0,454.0,1290.9785,1369.2404152095512,71948106.8576087,397
25,1734629947,5,150.0,453.0,1327.8074,1394.827311460399,73909109.57963984,397
